full_name,title,company,bio,talk_title,photo_url,social_links,event,source_category
Ricardo Rosada,CoCEO & Board Member,BandBet,"Ricardo Rosada has over 20 years of expertise in strategy, marketing and regulation for the global gambling and iGaming industry. In Brazil, he has been directly involved in market entry, branding and acquisition strategies for leading operators. He contributes insights on regulation, player behaviour, marketing innovation, AI and payment ecosystems.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1925-1760024140.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Austeja Lazaraviciute,Investor,COINVEST Capital,"Austeja Lazaraviciute from Coinvest Capital, a sovereign evergreen VC fund uniquely structured for a generous profit-sharing for co-investors. She focuses on early-stage startups and data-driven investment strategies, bridging the Baltic and Southern European innovation ecosystems.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1926-1760024173.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Roger Grossenbacher,CFO,CrowdSports,"Roger Grossenbacher is an experienced finance executive and entrepreneur with a strong background in fintech and digital growth. Before joining CrowdSports, he served as CRO at BW2, one of Switzerland's leading casino software providers, and worked in banking and private equity with UBS, Credit Suisse and Schroders. At CrowdSports, Roger serves as CFO and Chairman, driving global strategy and growth. CrowdSports provides an innovative fan engagement and club financing platform that enables supporters to participate in their clubs' success.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1927-1760024205.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Ana Kandelaki,Business Development Manager,Altente,"Ana Kandelaki is Business Development Manager at Altente, overseeing a wide spectrum of responsibilities that drive the growth and success of the company, from sales and marketing to CRM, events and organisational strategy. With a professional background spanning International Relations, Communications, Business Development and Project Management, she brings a strategic, cross functional approach to every project. Passionate about fostering relationships, driving innovation and creating seamless experiences for clients and partners alike, Ana aims to contribute to the evolution of the iGaming industry.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1928-1760024237.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Olha Maksymova,Founder & CEO,HolyTraff,"Olha Maksymova is Founder and CEO of HolyTraff Media and Co-Founder of PRO MAM. In 2023, she launched HolyTraff Media, an independent iGaming and digital industry hub that now partners with over 50 companies and has produced 77 YouTube episodes. The project was named Best YouTube Channel 2024 by an independent Ukrainian iGaming media outlet. In 2024, Olha expanded with HolyTraff Market, providing apps, accounts, landing pages and creatives while leading major affiliate programme rebrands.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1929-1760027200.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Nestor Vazquez,Founder,igamingseoconsulting.com,"Meet Nestor Vazquez, a Mexico-based iGaming SEO strategist with a passion for turning clicks into jackpots. With years of experience in online casinos, sportsbooks, and gaming platforms, he combines data-driven insights with engaging storytelling to keep players interested and elevate brand rankings. Whether he's optimising a new slot site, scaling a sportsbook, or breaking into emerging markets, Nestor plays the long game because in SEO, just like in gaming, the house always wins when the strategy is smart.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1776-1758612678.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Luís Portela de Carvalho,Partner,Lektou,"Luís began his legal career in 2016 and specialises in gambling, advertising, commercial law, technology and intellectual property. He is admitted to practise in Portugal and currently leads Lektou's Porto office. His practice focuses on gaming, media and entertainment law, advising clients on complex cross border mandates. Before joining Lektou as Partner in 2024, Luís served as Head of Legal at Clever Advertising. A member of IMGL and IAGA, Luís frequently speaks at international conferences as a gambling industry expert.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1930-1760079020.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Paola Cirilli,Partner & Head of the Policy Analysis and Research Center,Cuiprodest,"Partner and Head of the Policy Analysis and Research Center areas at Cuiprodest, Paola Cirilli is a professional with solid experience in evaluating public policies at both national and European levels. She has developed an academic and professional background dedicated to the evaluation methodologies of European Union policies, gaining significant experience in Brussels at the European Commission’s DG Research. Throughout her career, she has collaborated with Italian and European research institutes, becoming a consultant for the evaluation of reforms, public policies, and the performance of public administration. She is recognized as an expert in research methodology, a field in which she has contributed numerous publications for the European Commission. At Cuiprodest, she focuses particularly on analyzing the impact of proposed regulations on business models and on regulatory affairs with the Ministry of Health, as well as coordinating the activities of the Research Center. Since 2023, she has been a lecturer at Sapienza University of Rome.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1911-1759934521.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Eugene Bredenkamp,Performance Janitor,Black Labz,"Eugene is currently Performance Janitor at Black Labz. He has spent the last 15 years leading data driven marketing in iGaming, crypto, SaaS and eCommerce, always with the same focus: building scalable systems that make marketing measurable and efficient. Most recently, he has been focused on automation, making sure processes like affiliate onboarding connect seamlessly to tracking, compliance and CRM. He has worked across different products, from crypto casinos to health tech, which gives him a wider toolbox.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1931-1760079533.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Stefan Muehlbauer (AffPal),Head of Program,Masters in Cash,"Stefan 'Affpal' Muehlbauer is a leading Affiliate Management expert and 2024 Affiliate World Forum Awards winner for best affiliate manager. He is Author of 'The Affiliate Management Starter Kit' and host of 'Affiliate Manager Academy.' With Affpal consultancy, he offers services programmes and networks need to excel in their vertical. He also serves as Director of the advertiser Masters in Cash.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1932-1760079977.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Nick Levenstein,Managing Director,Nicholas Levenstein & Company,"Nicholas Levenstein runs a hedge fund that specialises in derivative strategies. With a track record of outperforming major indexes (70% per annum over five and a half years), he shares practical insights on creating value from the investor’s point of view. Nicholas has a BA, from Yale University and MBA from University of California, Los Angeles. With over 30 years of experience he has a wide range of industry knowledge to share.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1152-1760080077.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Pascal Haider,CEO,Cheeer,"Pascal Haider is an accomplished entrepreneur, visionary strategist and leader with a deep passion for innovation, people and creating outstanding value. A world traveller and father of four, he holds master's degrees in Business Administration and International Management. Originally from Austria, Pascal's career began in asset management before transitioning into key leadership roles in global tech and marketing firms. He currently leads a sportstech and global marketing agency serving Fortune 500 companies worldwide. His expertise lies in developing bold concepts that drive business success and foster meaningful connections.",,https://tickets.sigma.world/img/speakers/tmp/speaker-936-1760080109.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Alex Bobes,Managing Partner,Extremoo,"Alex Bobes is Managing Partner at Extremoo, a results driven affiliate marketing company focused on the iGaming sector, and Chief Technology Officer at Casino Alpha, one of the top casino review sites with over 900 casinos assessed. With more than 10 years as a CTO and technology leader, Alex transforms complex technical challenges into practical business solutions. His expertise spans AI implementation, blockchain development, cybersecurity and modern software architecture. Beyond corporate achievements, Alex serves as President of Asociatia Taxi Gratis, an NGO he founded in 2013.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1934-1760080429.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Samir Ceric,Managing Partner,SportingThinking,"Samir Ceric is a globally recognised entrepreneur, investor, philanthropist and visionary, working at the intersection of sports, technology, and finance. A former elite athlete and football club chairman, his unique background gives him a practical understanding of sports dynamics and a passion for integrating cutting-edge technology. He has been a pioneering figure in the digitalization of the sports industry, from enhancing fan engagement through blockchain and AI to driving sustainability with climate tech solutions. Ceric’s latest venture is a pioneering investment platform dedicated to acquiring and transforming sports teams globally in a unique and impact driven way. He is a chairman of a seventh-generation, values-driven family office embodying a deep commitment to trust, growth, and innovation.",,https://tickets.sigma.world/img/speakers/tmp/speaker-432-1755784540.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Thamillin Valery Klen,Founder & CEO,TP Marketing BR,"Thamillin Valery Klen is a visionary executive and international speaker with a solid career in iGaming, digital marketing and innovation. Known for her strategic leadership and ability to build global connections, she has become a reference in international expansion and brand positioning within the competitive digital entertainment industry. She is CEO and founder of Maior Apostas, a leading affiliate guide and educational platform for sports betting and online casinos in Brazil and Portugal. In parallel, she founded TP Marketing BR, a digital marketing agency focused on end to end marketing solutions.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1043-1760081347.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Jeremiah Maangi,CEO,iGaming AFRIKA,"Jeremiah Maangi is an outstanding figure in the African b2b and b2c Gaming ecosystem. He is driven by the desire to alleviate the continent's high rate of unemployment by championing the 'Invest in Africa' agenda. An ardent crypto enthusiast campaigning for change in the African Fintech world through the adoption of cryptocurrencies as a means of exchange and payment throughout the continent. Jeremiah is also a marketing and investment professional with extensive experience in advertising, marketing, and startup consulting for African gambling businesses. He is the current CEO of igasummit.com, igamingafrika.com and Founding Director of iGaming Consult Africa and AfriAdz Affiliates.",,https://tickets.sigma.world/img/speakers/tmp/speaker-800-1759832261.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Barb Tasci,Co-Founder & Chief Business Officer,Revpanda,,,https://tickets.sigma.world/img/speakers/tmp/speaker-1935-1760092260.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Luca Giancola,Payments & Operations Director,Lucky7 Ventures – Superbet Group,"Luca Giancola is a seasoned professional in the digital payments industry, with extensive experience in the iGaming and high-risk sectors. Over the past decade, he has led strategic initiatives aimed at optimising payment performance, expanding local payment capabilities, and achieving greater operational efficiency. Luca has developed deep expertise in managing complex payment ecosystems and fostering innovation through technology-driven solutions. He is committed to advancing digital payments by promoting reliability, scalability and compliance within high-demand environments.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1937-1760104542.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Jillian Dingwall,Senior News Writer,SiGMA Group,,,https://tickets.sigma.world/img/speakers/tmp/speaker-1592-1757947431.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Cordelia Morgan Cooper,Founder,CMC Consulting,"Passionate about employee wellbeing, transformation and people, Cordelia Morgan Cooper has over 10 years of talent management experience in recruitment, both agency and in-house, including international work in Malta. Having founded CMC Consulting in March 2022, she has successfully hired across Tech, Finance, Marketing, Sales and Executive roles globally.",,https://tickets.sigma.world/img/speakers/tmp/speaker-73-1757073865.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Filip Jelavic,Secretary General,Croatian Gaming Association (CGA),,,https://tickets.sigma.world/img/speakers/tmp/speaker-1959-1760426615.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Christopher Grech Bonett,Owner & Founder,R77,"Christopher Grech Bonett is an HR strategist with 15 years’ experience helping companies plan their workforce globally. He has guided organisations through growth, transformation and complex international talent challenges, aligning people and business goals. In recent years, he founded his own business offering an integrated ecosystem of HR and advisory services, providing companies with the tools, partnerships and strategies needed to thrive and adapt in today’s fast-changing, competitive environment.",,https://tickets.sigma.world/img/speakers/tmp/speaker-949-1756213194.jpg,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Alena Tsuranova,CCO,Megafair,"Alena Tsuranova is a strategic commercial leader with solid expertise in the iGaming industry, driving business growth through innovation, partnerships, and data-driven decision-making. As CCO, she leads commercial operations, sales strategy, and market development across multiple jurisdictions. Her experience covers both RNG and skill-based gaming verticals, with a focus on content strategy, localisation, and emerging gaming trends. Alena is passionate about building bridges between technology and business – shaping commercial strategies that align creativity with measurable results.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1938-1760104574.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Anna Maria Baccaro,Sports Journalist & Content Creator,,"Anna Maria Baccaro is a sports journalist with a passion for football and storytelling. She has built her career on the belief that communication is not just a profession, but a way to connect people, ideas, and emotions. Her journey began with a love for sports journalism, which soon evolved into exploring the intersection between football, media, and the betting industry. Today, Anna Maria brings a fresh and dynamic perspective, combining her journalistic background with innovative content strategies.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1980-1760513619.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Luke Todd,"CEO, Executive Coach & Trainer",MadeYou,"Luke Todd, Founder and CEO of MadeYou since 2014, leads growth in executive coaching, leadership training, employer branding and feedback services across Europe. A Gallup-Certified Strengths Coach with 25+ years' experience, Luke combines operational knowledge to create practical, engaging learning experiences.",,https://tickets.sigma.world/img/speakers/tmp/speaker-320-1757074029.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Charmagne Garcia-Laconico,Founder & Executive Director,ProAdvantage Consulting HR and Training,"Charmagne Garcia-Laconico is a distinguished HR and Training Executive whose career bridges communications, human resources and education. A Behavioural Science graduate with an MBA and certification from the Human Resource Development Authority, she brings over two decades of international experience designing and implementing people strategies and training programmes across Southeast Asia, North America and Europe. Renowned for her expertise in leadership development, corporate culture transformation and professional branding, she creates bespoke training solutions that foster excellence, confidence and cohesive workplace identity.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1920-1760023557.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Tim Dobbing,Director,HWF Partners,"Tim Dobbing is a Director in the Tax Insurance team at HWF. Tim has experience in providing tax insurance solutions for a wide variety of institutional, individual, and corporate clients, and has worked on a significant number of complex, multi-jurisdictional and high value placements since joining HWF.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1942-1760342937.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Sarah Hamlet,Investigator,International Tennis Integrity Agency (ITIA),"Sarah Hamlet joined the ITIA in October 2016, having completed a 30-year career in the Metropolitan Police Service in London. As an experienced investigator she leads investigations into breaches of both the Tennis Anti-Corruption Programme and Tennis Anti-Doping Programme and has been involved in some of the ITIA’s most high profile and complex cases. Sarah regularly gives evidence in ITIA hearings as well as being called as a witness at cases before the Court of Arbitration for Sport in Switzerland.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1943-1760342978.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Nikolay Lobov,CEO,Nobles Gaming,"Nikolay Lobov is an experienced iGaming professional with a strong background in product strategy, operations, and compliance. Over the past decade, he has helped leading operators and tech providers launch scalable platforms, enhance player engagement, and meet complex licensing and certification requirements across global markets. Passionate about innovation and responsible gaming, Nikolay has led projects in AI-driven personalisation, gamification, and data-based decision making.",,https://tickets.sigma.world/img/speakers/tmp/speaker-9-1760343032.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Kamaru Usman,UFC Welterweight Champion,,"Kamarudeen ""Kamaru"" Usman is one of the most recognisable fighters of our time. His nickname, The Nigerian Nightmare, was earned for a reason. He made history in the UFC as the welterweight champion, holding the title from 2019 to 2022. His record-breaking win streak — 15 consecutive victories in the division — included successful title defences against some of the toughest opponents. He is also known as one of the most disciplined and strategically-minded athletes in the world of mixed martial arts. The choice of Kamaru Usman as an ambassador for MelBet Partners is both strategic and symbolic. It reflects the values the company promotes in working with its partners: strength, discipline, strategy, and leadership.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1944-1760358244.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Karolina Pelc,Founder,BeyondPlay,"Karolina Pelc has spent over two decades navigating the male-dominated world of real-money gaming, building a career that spans from dealing cards in brick-and-mortar and cruise ship casinos to leading some of the industry’s most influential companies. She held senior leadership roles at Betsson Group, William Hill Online, and LeoVegas (MGM), and later served as a board director for the Nasdaq-listed Gaming Innovation Group. In 2021, Karolina founded BeyondPlay, an engagement SaaS start-up, raising over €7M in angel and VC funding and guiding it through one of the fastest exits in the sector with its 2024 acquisition by FanDuel, the #1 gaming brand in the US. She then served as Vice President at FanDuel, steering product integration and expansion. Alongside her executive career, Karolina advises VC firms, founders, and M&A transactions, while mentoring and investing in early-stage entrepreneurs through her platform, HerPlay. Her debut book Her Play, launched in a limited gifting edition on Necker Island in 2025, chronicles her journey from casino floors to startup boardrooms, with a commercial release planned for Spring 2026. Named a LinkedIn Top Startup Voice and one of iGaming’s Top 10 Most Influential Women, Karolina continues to speak globally, blending storytelling with actionable insights to inspire bold reinvention.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1945-1760358317.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Manuel Atzler,Director New Business,Sport1 GmbH,"Manuel Atzler has been part of the SPORT1 team for over eleven years. With more than 25 years of professional experience in leading sports agencies and media companies, he has in-depth expertise in the areas of sports marketing, advertising and sponsorship. As Director New Business, he is responsible for strategic partnerships and corporate investments – he is currently in charge of twelve start-up investments of Sport1 GmbH.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1946-1760358338.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Harmen Brenninkmeijer,Executive Chairman,NYCE International,"Harmen Brenninkmeijer has a 30+ year track record in developing, manufacturing, and distributing technology products in the gaming industry. His expertise derives from selling and operating in over 75 countries with an emphasis on emerging markets. His extensive experience across the gaming industry has given him a wealth of knowledge, proving invaluable in business and enabling him to regularly contribute to panels on a wide variety of subjects. Harmen founded the Gaming Incubator in 2007 and has invested in the development of over 20+ technology focused companies. Today he is building NYCE International to represent industry-leading companies, connecting them across the globe with operators, and developing unique ventures along the way.",,https://tickets.sigma.world/img/speakers/tmp/speaker-488-1763558007.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Martha Brincat,Head – Compliance & Player Protection,Malta Gaming Authority (MGA),,,https://tickets.sigma.world/img/speakers/tmp/speaker-1953-1760425308.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Nick Moutter,CEO,Lift,,,https://tickets.sigma.world/img/speakers/tmp/speaker-1954-1760425688.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Ray Lee,Director of Business Development,TaDa Gaming,"Ray Lee is the Director of Business Development at TaDa Gaming Ltd., a rising star game provider in the global iGaming industry. He manages partnerships with operators, aggregators, and platform providers worldwide, driving the company’s growth and international expansion.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1956-1760425768.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Chaim Heber,Founder & CEO,Cevro AI,"Cevro AI is an AI-native customer experience platform built specifically for the iGaming industry. He leads the company’s vision to create empathic, compliance-aware AI agents that connect operators and players at scale, turning support from a cost center into a growth engine. With a background spanning product, engineering, and commercial strategy, under his leadership, Cevro has secured funding, onboarded leading iGaming operators, and positioned itself as the first AI-native platform designed for regulated iGaming environments. Chaim’s philosophy is simple: humans respond, Cevro connects. He champions a culture of velocity, creativity, and empathy, building not just technology, but relationships that drive sustainable impact across the gaming ecosystem",,https://tickets.sigma.world/img/speakers/tmp/speaker-1958-1760428855.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Dr Theodoros Christodoulou,Co-Founder & CEO,Lab4crypto,"Dr. Theodoros Christodoulou created Lab4Crypto, a quantitative analytics platform designed to empower professional and retail investors, as well as institutions, to make informed decisions in the crypto market. In less than a year, Lab4Crypto has grown to a thriving community of over 100,000 followers. A former nuclear physicist who transitioned from academia to pursue crypto full-time, Dr. Theodoros leverages his expertise to develop unique models and quantitative strategies for the crypto market. He is deeply passionate about the future of crypto and is committed to helping others navigate its complexities.",,https://tickets.sigma.world/img/speakers/tmp/speaker-864-1760428890.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Giovanni Bertoli,Co-Founder & CEO,Wall Street Football Odds,"Giovanni Bertoli is the Co-Founder and Chief Executive Officer of WSF Odds, the leading BTB provider of live player props and other innovative stats related betting markets. Giovanni is also the Chairman of Chiamarsi Bomber, an Italian Media Company with a community of 5+ Millions football fans and a technical Co-Founder of Black Duck, UK fund that invests in football clubs and uses artificial intelligence to improve performance on the pitch and innovate club management off the pitch.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1964-1760444535.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Jochen Biewer,Managing Director,Chevron Group,"Jochen Biewer founded Chevron Consultants in 2000, supporting regulated market applications. The company grew into Chevron Group, a leading provider of compliance consulting, outsourcing, training and audits across multiple jurisdictions, with offices in Frankfurt, Sliema, Milan and Barcelona. Jochen also co-founded MGT, delivering regulatory API orchestration and monitoring. He frequently speaks at global conferences and holds board positions in several industry associations.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1440-1760446043.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Mara di Lecce,Communication & Marketing Director,NOVOMATIC Italy,"Mara Di Lecce is the Communication & Marketing Director of NOVOMATIC Italia Group. Before joining NOVOMATIC Italia, she gained over 15 years of experience as a journalist specialising in sports and betting, collaborating with leading industry publications and deepening her understanding of the gaming market dynamics. Mara joined NOVOMATIC Italia as Head of Media Relations and has since taken on roles of increasing responsibility, now leading the company’s communication and marketing department.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1974-1761835061.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Riccardo Vecchi Lari,Project Manager,Nomisma,"Riccardo Vecchi Lari is a Project Manager at Nomisma, an economic research and consulting firm from Bologna, Italy. He conducts research and analysis across the Industry, Retail and Services markets, working with companies, trade associations, and public institutions on studies of different economic sectors and consumer behaviour. With an economics background, he focuses on interpreting the trends that shape market competitiveness and development, with a particular emphasis on the economic and social sustainability of business activities.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1977-1760513405.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Kyrylo Korobka,Executive Director,Ready to Fight,"Kyrylo Korobka serves as Executive Director of Ready to Fight and Oleksandr Usyk’s team, leading partnerships, creative strategy, and business development for some of the most high-impact events in modern boxing. Kyrylo has overseen the full-cycle execution of Usyk–Dubois (Poland & Wembley), Usyk–Fury I, and Usyk–Fury II, managing sponsorship acquisition, storytelling, undercard matchmaking, media operations, and international marketing rollouts. Kyrylo’s mission is to connect sport, culture, and business through ideas that scale, stories that matter, and partnerships that leave legacy.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1987-1760526837.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Francesco Maddalena,Founder & CEO,Hub Affiliations,"Francesco Maddalena is the Founder and CEO of Hub Affiliations, an international affiliate network shaping the future of iGaming through technology, content, and innovation. With a strong focus on responsible growth and new digital models, he leads Hub in connecting operators, affiliates, and creators across the world. Passionate about building ecosystems that last, Francesco believes that the next big challenge is not only scaling the industry, but transforming it.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1983-1760528442.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Bruno Pereira,Ftd Specialist,Bruno Ads,"Since 2021, Bruno Pereira has been a driving force in iGaming performance and affiliate marketing. As the Founder and FTD Specialist at Bruno Ads, he has successfully delivered over 1 million first-time deposits (FTDs) through innovative Meta advertising strategies. Bruno’s expertise lies in building sustainable acquisition models focused on long-term CPA efficiency and revenue share growth, helping brands scale profitably in highly competitive markets. With a deep understanding of data-driven optimisation and player behaviour, he continues to push the boundaries of digital performance marketing.",,https://tickets.sigma.world/img/speakers/tmp/speaker-343-1760528493.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
Manila Di Giovanni,Founder & CEO,DWorld Malta,"Manila Di Giovanni is the founder & CEO of DWorld, a tech startup creating the world’s first ever virtual economy for several countries and cities including Malta, the Principality of Monaco, Genova and Napoli in Italy, Philippines, and now expanding in Jersey and the Middle East. After being nominated in the Forbes 30U30 list and winning several international awards, she is currently one of the youngest metaverse leaders globally. Her mission is to transform the metaverse from a simple entertainment space into a driver of social and economic progress, turning digital transformation into a force for shared growth, equity, and the enhancement of every nation’s future developments.",,https://tickets.sigma.world/img/speakers/tmp/speaker-1984-1760528614.png,,"SiGMA World 2026 (Rome, Fiera Roma, Nov 2-5 2026)",sigma.world/summits/world/speakers (Central Europe 2025 + SiGMA World Past speakers)
